propnum,allocid,propname,apinum,nri
"58d4d1e7b1e97b258c9ed0b37e02d087","615","Pad 304 Well 1"," 0000000300","0.78"
"54229abfcfa5649e7003b83dd4755294","91","Pad 244 Well 2",,"0.91"
"64f1f27bf1b4ec22924fd0acb550c235","1675","Pad 406 Well 1"," 0000000917","0.75"
"cfecdb276f634854f3ef915e2e980c31","190","Pad 183 Well 2"," 0000000447","0.82"
"9f396fe44e7c05c16873b05ec425cbad","673","Pad 236 Well 1"," 0000000417","1"
"58e4d44e550d0f7ee0a23d6b02d9b0db","948","Pad 217 Well 1"," 0000000482","1"
"7a614fd06c325499f1680b9896beedeb","272","Pad 147 Well 2"," 0000000102","1"
"274ad4786c3abca69fa097b85867d9a4","204","Pad 273 Well 3"," 0000000430","0.79"
"2bd7f907b7f5b6bbd91822c0c7b835f6","1389","Pad 393 Well 2"," 0000000923","1"
"9a49a25d845a483fae4be7e341368e36","2135","Pad 78 Well 3"," 0000000567","0.81"
"4ba3c163cd1efd4c14e3a415fa0a3010","2116","Pad 75 Well 2"," 0000000512","1"
"788d986905533aba051261497ecffcbb","717","Pad 222 Well 2"," 0000000621","1"
"9a3d458322d70046f63dfd8b0153ece4","1193","Well 58"," 0000000652","1"
"aa942ab2bfa6ebda4840e7360ce6e7ef","358","Pad 195 Well 2",,"1"
"0d3180d672e08b4c5312dcdafdf6ef36","726","Pad 248 Well 2"," 0000000623","0.91"
"bd686fd640be98efaae0091fa301e613","193","Pad 296 Well 1"," 0000000427","1"
"dd8eb9f23fbd362da0e3f4e70b878c16","878","Pad 238 Well 1"," 0000000355","1"
"c913303f392ffc643f7240b180602652","1464","Well 163"," 0000000696","1"
"7504adad8bb96320eb3afdd4df6e1f60","881","Pad 112 Well 1"," 0000000346","1"
"b495ce63ede0f4efc9eec62cb947c162","1253","Well 86"," 0000000809","1"
"4b86abe48d358ecf194c56c69108433e","2073","Pad 23 Well 1"," 0000000062","0.78"
"9b698eb3105bd82528f23d0c92dedfc0","643","Pad 307 Well 1"," 0000000366","0.85"
"8232e119d8f59aa83050a741631803a6","2102","Pad 87 Well 2"," 0000000153","0.96"
"4e62e752ae53fb6a6eebd0f6146aa702","2136","Pad 80 Well 1"," 0000000575","1"
"291597a100aadd814d197af4f4bab3a7","642","Pad 182 Well 2"," 0000000442","1"
"f7e9050c92a851b0016442ab604b0488","854","Pad 111 Well 2"," 0000000401","1"
"44c4c17332cace2124a1a836d9fc4b6f","606","Pad 311 Well 4"," 0000000406","1"
"e97ee2054defb209c35fe4dc94599061","844","Pad 139 Well 1"," 0000000515","1"
"5a4b25aaed25c2ee1b74de72dc03c14e","391","Pad 198 Well 1"," 0000000149","0.9"
"6492d38d732122c58b44e3fdc3e9e9f3","2076","Pad 58 Well 1"," 0000000065","1"
"68ce199ec2c5517597ce0a4d89620f55","465","Pad 156 Well 1"," 0000000549","0.77"
"a5e00132373a7031000fd987a3c9f87b","146","Pad 24 Well 1"," 0000000347","0.77"
"ccbd8ca962b80445df1f7f38c57759f0","2264","Pad 95 Well 1"," 0000000226","0.81"
"1baff70e2669e8376347efd3a874a341","1489","Well 188"," 0000000709","0.82"
"fe70c36866add1572a8e2b96bfede7bf","1463","Well 162"," 0000000691","0.88"
"08b255a5d42b89b0585260b6f2360bdd","590","Pad 278 Well 3"," 0000000093","1"
"bdc4626aa1d1df8e14d80d345b2a442d","2115","Pad 51 Well 2"," 0000000173","1"
"778609db5dc7e1a8315717a9cdd8fd6f","2316","Pad 351 Well 4"," 0000000959","1"
"4e732ced3463d06de0ca9a15b6153677","26","Pad 308 Well 4"," 0000000202","1"
"e7b24b112a44fdd9ee93bdf998c6ca0e","360","Pad 194 Well 2"," 0000000454","1"
"1ecfb463472ec9115b10c292ef8bc986","709","Pad 172 Well 1"," 0000000590","1"
"389bc7bb1e1c2a5e7e147703232a88f6","508","Pad 158 Well 2"," 0000000200","0.83"
"5d6646aad9bcc0be55b2c82f69750387","2141","Pad 73 Well 2"," 0000000600","0.86"
"3d8e28caf901313a554cebc7d32e67e5","843","Pad 140 Well 1"," 0000000584","1"
"69cb3ea317a32c4e6143e665fdb20b14","402","Pad 76 Well 1"," 0000000545","0.8"
"cd0cbcc668fe4bc58e0af3cc7e0a653d","2275","Pad 49 Well 2",,"1"
"642e92efb79421734881b53e1e1b18b6","48","Pad 13 Well 3"," 0000000399","0.9"
"4e9cec1f583056459111d63e24f3b8ef","1556","Well 212"," 0000000813","0.82"
"d30960ce77e83d896503d43ba249caf7","2149","Pad 65 Well 1"," 0000000548","1"
"be3159ad04564bfb90db9e32851ebf9c","662","Pad 227 Well 4"," 0000000475","0.94"
"b73dfe25b4b8714c029b37a6ad3006fa","620","Pad 192 Well 2"," 0000000456","1"
"2cd4e8a2ce081c3d7c32c3cde4312ef7","2095","Pad 54 Well 2"," 0000000133","1"
"2d6cc4b2d139a53512fb8cbb3086ae2e","507","Pad 158 Well 1"," 0000000059","1"
"fca0789e7891cbc0583298a238316122","2134","Pad 74 Well 1"," 0000000566","1"
"0f96613235062963ccde717b18f97592","639","Pad 181 Well 1"," 0000000439","1"
"d9d4f495e875a2e075a1a4a6e1b9770f","46","Pad 13 Well 1"," 0000000397","0.98"
